pmid,title,authors,year,citation_count,references,abstract
ac1829132df2c781105a1f6d7791a47e1cdb9fc2,"Advanced methods of heart rate signals processing and their usefulness in diagnosis support. I, Mathematical heart rate descriptors and virtual instrumentation",J. Moczko,2002.0,7,"['7877562495742bbe7f9bbfdd22b3c385d46c706e', 'cc33db83a21e71b409a1e5b31dc6e177076e968a']","The working heart is the source of electrical signal which carries the basic information about homeostasis process of human being. After appropriate acquisition and preprocessing electrocardiogram (ECG) signal may be analyzed in different ways revealing not only current status of atrial and ventricular electrical activity of heart muscle but also information about sympathetic and parasympathetic nervous system, thermoregulation and vasomotor tone, renin-angiotensin control systems, baroreceptor reflex and blood pressure regulation, respiratory activity etc. Heart rate variability (HRV) defined as a timing of the sequence of QRS complexes is one of the most promising quantitative markers of autonomic activity. Different mathematical indices in time and frequency domain were designed to extract full details valuable for diagnostic purposes. Presented paper is the first one of the series of articles describing mathematical methodology of heart rate (HR) signal processing and further classification of obtained markers. The ultimate goal is to find optimal set of HR descriptors which support diagnosis in different cardiac pathologies. 1 . I N T R O D U C T I O N Electrocardiogram is one of best known and deeply analysed biomedical signals. Direct approach based on examination of changes in the temporal durations of the segments between deflections, intervals between waves, their relative amplitudes is the essential way of interpretation of the ECG wave patterns. A wide spectrum of various mathematical methods in time, frequency and joined time-frequency domains are used to extract most distinctive features of the ECG which may be used as the markers in different pathologies. These markers should have not only the best sensitivity and specificity, but they should be maximally noninvasive, readily available and inexpensive. The intensive research proved the existence of significant relationship between the autonomic nervous system and cardiovascular mortality. Heart rate variability (HRV) estimated as the recurrent changes in R -R intervals can be good prognostic indicator for large amount of different disease states. Decreased HRV is a powerful predictor of arrhythmic complications and cardiac death. It is treated as a versatile test to determine risk stratification and supports the choice of treatment strategies. Tens of different HRV indices vere designed for assessing the integrity of cardiovascular homeostasis. Some of them (i.e. SDNN, RMSSD, HRV triangular index in time domain 66 Advanced Methods of Heart Rate Signals Processing or LF, HF, LF/HF ratio in frequency domain) are most frequently used in clinical practice due to relatively simple interpretation and good prognostic properties. Comprehensive review of these indices prepared as task force of the European Society of Cardiology and the North American Society of Pacing and Electrophysiology may be found in [1], Teich et al. [2] examined suitability for correctly classifying ECG records as normal or representing the presence of cardiac dysfunction on the basis of sixteen different HRV measures. These papers were the inspiration for further investigations on HRV indices properties, which we performed in cooperation with Cardiology Department of our university. Presented paper is the first one of the series presenting different mathematical approaches to diagnosis support. We present virtual instrumentation designed for ECG signal acquisition and processing. This instrumentation is the source of the set of thirty six HRV descriptors in time, frequency and joined time-frequency domain estimated for normal or pathological ECG recordings. The obtained database allows for checking the suitability of particular indices for discrimination patients with different cardiac pathologies from normal subjects. The difference between Teich et al. and our results yields from the fact of using multivariate instead of univariate approach. Various classification methods (multivariate statistical techniques such as general discriminant analysis, classification and regression trees, artificial neural networks, generation of relevant fuzzy rules) and their usefullness in diagnosis support is discussed. 2 . H E A R T R A T E V A R I A B I L I T Y I N D I C E S The mathematical structure of most known HRV indices is based on statistical parameters such as arithmetic mean value, standard deviation, interquartile range. Some of them are estimated directly from R -R intervals, the other incorporate heart rate (HR) values calculated with hyperbolic dependence where TR_R is expressed in miliseconds, HR in beat per minutes (bpm). One can divide them into three subgroups: 1) long-term variability indices which describe slow changes in HR (low frequencies), 2) short-term variability indices describing changes in consecutive R-R intervals (high frequencies), 3) total variability indices taking into account all sources of variation (full band spectrum). The group of time domain measures (not directly related to specific cycle length) include following indices: 1) SDNN index is defined as standard deviation of subsequent R -R intervals. This measure is sensitive to all sources of variation (both longand short-term variability)."
5b57ae3f17098375a229fb0c4c57d2d9861c4d63,Diagnosis of Cardiac Diseases Using Ranked Parameters for Machine Learning,Shashi Kant Tiwari; S. Sinha; K. Sekhon; R. Singh,2023.0,0,"['96cc3810a65093a78893573bbc266df6b6cd8799', '4ab641943a81f2d9e2999f3f94adb0812600b816', '8743a15c59720e22427a99ec130f32e843cca92e', '41f2c07a56536c2b4f76909f23bfb397c9e98c6c', 'd758ff5df4cfaa99036831f8903a0597e787c411', 'ed4e71df01d07c6ff1e87107853fc22a37350cfd', '1d0b94641dadd41d6bb2242c217390697a87923d', '974481ea1c7d280288720aa33e444bce287e6e9e', '53b9e963e8b58b9b58c69186bc1fe59a905907f2', 'ada70e811df0b1887839ff888c7b990190421d77', '902df888f0aa8a966b6b74d98a610d4c633226e1', 'fc83bd1852bfedea74724f8da3cd1bc736ad2403', '76241784c14e30c8ab660ace3b1625df09d3f8f2', 'ecb1827d63366d65380c743e8138b080d23b8bd8', '35baa9c245d468d33545822ea336fcbb0ad1d838', '8429535216a587aca95c60de485d5c0afc8cca86', 'e297bf02cc80aaa33e60ef0598ab526f8d605a5e', 'ae5098079d712b32d1a3c398f36c3452141f0579', 'd1bcd047a8688917b543bb93f9e719aa31c7008c', '2d8f0edd370b89f58b9fb9adedc85bca97251fad']","Abstract: This paper introduces an innovative approach to evaluate the classification performance of parameters derived from diverse spectral and nonlinear investigation methods in the analysis of cardiac heart disease using ranking techniques. The objective of this study is to identify the most suitable methods for application in a clinical setting. Ranking methods are employed to assign ranks to features extracted from heart rate variability (HRV) data by spectral and chaos investigation methods, organizing them based on their clinical significance. Initially, 30 and 10 different features are extracted from HRV time-series signals using popular HRV analysis methods, including spectral and nonlinear investigation techniques. Among these, 5 spectral features are derived from the auto-regression (AR) model, 15 from multiscale Wavelet packet (MSWP) decomposition, and 10 from higher-order spectra (HOS). The top ten features from each method are selected and ranked using Fisher score, Wilcoxon, receiver operating characteristics (ROC), entropy, and Bhattacharya space methods. Numerical results demonstrate that features at the third level of MSWP decomposition exhibit the lowest p-value (<<0.0001). Given that features with the lowest p-value possess the highest discrimination ability, the third-level MSWP features outperform other features extracted by AR and HOS spectral methods in HRV dataset analysis. Furthermore, features such as CD, DFA:α₂, ApEn, SaEn, and SD1/SD2, derived from chaos investigation methods, consistently display the lowest p-values compared to all considered features. Consequently, these features are identified as optimal choices for HRV analysis of datasets."
9b8d9b8a5d40983291d2299d332408d625d771bb,Remote stress detection using a visible spectrum camera,Balvinder Kaur; S. Moses; Megha Luthra; V. Ikonomidou,2015.0,17,[],
03cb22c243041a036be927b0c25aeaef5475a359,,,,0,[],
b632140a67a373b3515e01e1f4183fce803869cc,Robust Algorithmic Detection of Cardiac Pathologies from Short Periods of RR Data,V. Gavrishchaka; O. Senyukova,2013.0,11,[],
0a8519b07c4499d61a83368672d58abca6c0eefd,,,,0,[],
cd911216fabdd13e98b6f7251ae9229813838ecb,Entropy Analysis of Heart Rate Variability in Different Sleep Stages,Chang Yan; Peng Li; Meicheng Yang; Yang Li; Jianqing Li; Hongxing Zhang; Chengyu Liu,2022.0,20,"['a678ffcf18a2933b75ea1d3d833a36eee4c1eb5f', '8f0066be0620dde3dfd2dc4e83a4756e781db327', '18f69bc56ad4a80187fd3fd3c86626f58ef7dead', '23766a14d6f41a966abdd3e0f8da4b7497384d16', 'aa3f073b176c5634d16a094fb43cae8f4af334f9', '5d600cc1650229aed1999bd22cba0d25b5bdf06b', 'd3e0d120b2e9139c8aa4ebb66f225d983d54b2a5', '15a461093c512726ef05152467e96cc91c614eef', 'edbe4a98bc88119e0f9a204cb6d4201d23d2ac1e', '542232279fa996b822112e3153bde5b9c60aafa0', '81600fd653a828d69f6160705be6814dd101beb7', 'd257cfb03ce52116657f8ef51272a9b8e76cd62e', 'bfb12f6ccfc3d5366d214374cc5db717ee30a207', 'c5596784ced2e74ab73dd1e0175a672960c9ba4c', '03a535fe5102ef7fa4145c768cb9617de90211cb', '8dd273fc4770ba42797ec1bc5da5ae6f1cabb471', 'bd2a77e1efa48705be96831100545ba971c6af12', '55fcd332a0b2aedbf448463f7d7af71255aacce0', '27ae39b39d2721dbe63c727a1f24579aa25b0c0a', '303d5c4bd2de7d02f53f43b33ec92f50c91e67bd', 'a880215ffcbe06014a1ea62795224c9ac6e0226e', '5fb64758ceaa7339cacfa62620b2061bf940b25b', '5a69649f06ea4fa00f8eaf2f2f24978f3499ad28', '0abee1cdd64f3488a743ab038ba64de8928f0b05', '5c3bfe039af6b375266fe036e149d9a8f687bcad', '858448ac460d8a2a31abe24052d3f4ef93725a3f', '1f644ac79b551939a6071f53664ae1a8e784852f', 'a6415a15a5171420fe8284138a17baf45f9e8541', '2c019c24cbba912498a0047b6e94d34bd1604776', '95825865f641c3e06dc6f67802689d3f37bf9006', 'f3ce2f64c65d9c660853ec56e3694d962424fdb5', '40f7e6a4c7a1e5c542c2f1007142551ec0623a17', '2770ec1091817aea6d5cb1f7dfa57d41ef6a47d4', '6f4ca0c2355459aa430ed434366979c73957fe13', '895ffe4e5f4ee91e7069738f3a80696155bab5b6', '9c4ddf856b57187b7973fef8827ab43a70507ad6', '76c94220fb9a41ec30b496d6213633695155f322', '2b850926eae81c35f3be6bda2e41c0735ecaef32', '121e101ca65e9aca2e247dde2b526aaa72805aa5', 'f95c7a85e113349f8e2dc0cdb563b6f35fc0d0b2', '3f8ccab522e2466c4c64d090e47804826450946d', 'bd236fdb9cd17581ad69c98dc79e9f589ca74bad', 'b1ab25353d16bf639b1b53768374ee79065b5011', '612ef7a9772e7ef506591c85ff0af5ae8440c5e9', 'b2895c22fa8af7a3eddf1ebf0bedbd66fc5d3fcf', '6150cb56ce8fde1d7698cb762affd1151d98d2b1', '7adb1d9f7f55de34846db810afdacfe0aaa60e27', 'fbbfdd7d60f0505ec766ecf475b9d675fa558269', '08e28a3e6a4c5a21de447d006d7461ed42bf0ebb', '63ba2a59a2bf12ff5290a50b19570dd4b2ed0d21', '6c6c217cd9db2ee76f22404ad227d82eb8c4b2d5', '20996231727b9d11d66ed092efef86054024214c', 'c37ae6b9882566241c395aa2620755e1d6430bd6', '97ebd785c7a306ae6757974e8b82b2c253b18df5', 'f9a153654ce1d535176fda745c3c05982ec310a9', '0a2586e0a5f8bb4e35aa0763a6b8bca428af6bd2', '0e29fe48193e54fbce0e0b3abc8836ac0e039768', '5551e57e8d215519d8a671321d7a0d99e5ad53f0', '1d53bd4644546432865e391b02fa990af8239c64', 'ec058ae21ab25853457d73deaf97a8ffdc7dbb11', '5e836d3b4f1947a49258ed8d00e3cc50aef88566', 'e49430d2d2f286ada7786e2843da53010920561b', 'fd9691e196c17191a102b9c4fb70e645e923ecca', 'd3056d7e7aeea69e1575f4dd75f801139f04b62f', '6d931d00078eee8c2c48e6fe421b4e90b983aff6']","How the complexity or irregularity of heart rate variability (HRV) changes across different sleep stages and the importance of these features in sleep staging are not fully understood. This study aimed to investigate the complexity or irregularity of the RR interval time series in different sleep stages and explore their values in sleep staging. We performed approximate entropy (ApEn), sample entropy (SampEn), fuzzy entropy (FuzzyEn), distribution entropy (DistEn), conditional entropy (CE), and permutation entropy (PermEn) analyses on RR interval time series extracted from epochs that were constructed based on two methods: (1) 270-s epoch length and (2) 300-s epoch length. To test whether adding the entropy measures can improve the accuracy of sleep staging using linear HRV indices, XGBoost was used to examine the abilities to differentiate among: (i) 5 classes [Wake (W), non-rapid-eye-movement (NREM), which can be divide into 3 sub-stages: stage N1, stage N2, and stage N3, and rapid-eye-movement (REM)]; (ii) 4 classes [W, light sleep (combined N1 and N2), deep sleep (N3), and REM]; and (iii) 3 classes: (W, NREM, and REM). SampEn, FuzzyEn, and CE significantly increased from W to N3 and decreased in REM. DistEn increased from W to N1, decreased in N2, and further decreased in N3; it increased in REM. The average accuracy of the three tasks using linear and entropy features were 42.1%, 59.1%, and 60.8%, respectively, based on 270-s epoch length; all were significantly lower than the performance based on 300-s epoch length (i.e., 54.3%, 63.1%, and 67.5%, respectively). Adding entropy measures to the XGBoost model of linear parameters did not significantly improve the classification performance. However, entropy measures, especially PermEn, DistEn, and FuzzyEn, demonstrated greater importance than most of the linear parameters in the XGBoost model.300-s270-s."
c9c73ed281e3db13a787c6217c292bb3ec72d1f7,Application of Heart Rate Variability (HRV) in Congestive Heart Failure (CHF) Detection and Quantification,Wen-Hui Chen,2020.0,1,[],
41add03ba18a3b913ba6a2cb4877728f1d114bf3,Entropy of frequency domain of heart rate variability,O. Martynenko; G. Raimondi; L. Barsi; L. Maliarova,2022.0,1,"['ec95ccee5e27fa09a1f0bebeca9b170cf58f7c2a', 'e53e3913b1f8d478ddedef4fd49f6e1465f86861', '976da70d90a05df7d72e8618d93e24cb9ee3dc7f', '41e51d41b7604b3782a01e772970af0fb8ef33e3', '814d3223e134fba919c9fc3c2cd10ca10ff00e7f', 'ebf433e043b46b090fbabd4b323e17a7ff1897fa', 'd7226624b6c3ac23e00df806ae186b0a47c3d6f9', '04fa345340e9915ceca298adfe4fde3b1b586623', '00e6980e218c21dcc6fcdd0551158bdae67ad63b', 'bd236fdb9cd17581ad69c98dc79e9f589ca74bad', 'b2895c22fa8af7a3eddf1ebf0bedbd66fc5d3fcf', '20996231727b9d11d66ed092efef86054024214c', '21576236a24c0fe5df9eb6d1f86b2fd88b6352a1', 'fcf12d94a9a242d039429bf5c89c413eefcee0f2', '2304be7d4f14b28d266e2102444a2dbfeb432d43', '6d995bd4ee768dd4980a9b5144ddb3f73c8cff6c']","Introduction. The heart rate variability (HRV) is based on measuring (time) intervals between R-peaks (of RR-intervals) of an electrocardiogram (ECG) and plotting a rhythmogram on their basis with its subsequent analysis by various mathematical methods which are classified as Time-Domain (TD), Frequency-Domain (FD) and Nonlinear [1, 2]. There are a number of popular Nonlinear methods used in HRV analysis, such as entropy-based measures that mostly applied for TD. Spectral Entropy (SE) is using for Frequency-Domain: it is defined to be the Shannon entropy of the power spectral density (PSD) of the data. An important characteristic of Frequency-Domain studies is sympatho-vagal balance, which has been overlooked by entropy-based analysis. This is due to the fact that good entropy analysis restricted the number of existing HRV data, which is shrinking in FD and also in total spectrum parts. Aim of the research. The goal of this paper is to provide a reliable formula for calculating entropy accurately for Frequency-domain of standard 5-min. HRV records and to show the advantages of such approach for analyzing of sympatho-vagal balance for healthy subjects (NSR), Congestive Heart Failure (CHF) and Atrial Fibrillation (AF) patients. Materials and Methods. We used MIT-BIH long-term HRV records for Normal Sinus Rhythm (NSR), Congestive Heart Failure (CHF) and Atrial Fibrillation (AF). The generalized form of the Robust Entropy Estimator (EnRE) for Frequency-domain of standard 5-min. HRV records was proposed and the key EnRE futures was shown. The difference between means of the two independent selections (NSR and CHF, before and after AF) has been determined by a t-test for independent samples; discriminant analysis and statistical calculations have been done by using the statistical package IBM SPSS 27. The results of the study. We calculate entropy for all valuable for HRV spectral interval, namely 0–0.4 Hz and to compare with existing results for Spectral Entropy: qualitatively we receive the same distribution number as [14] and significant difference (p < 0.001) between entropy averages for NSR and CHF or AF patients. We define low-frequencies (LF) power spectrum components in the range of 0.04–0.15 Hz and high-frequencies (HF) power spectrum components in the range of 0.15–0.4 Hz [1]. The sympatho-vagal balance is a simple ratio LF/HF [1]. Then, we define an entropy eLF of the LF power spectrum components, an entropy eHF of the HF power spectrum components and entropy based sympatho-vagal balance as a ratio eLF/eHF. The difference between NSR and CHF groups are significant in both cases LF/HF and eLF/eHF with p < 0.001, but in case of eLF/eHF the results are quite better (t = -4.8, compared to LF/HF where t = -4.4). The discriminant analysis shows total classification accuracy for eLF/eHF in 79.3 % (χ2 = 19.4, p < 0.001) and for LF/HF in 72.4 % (χ2 = 16.6, p < 0.001). We applied entropy-based Frequencies-domain analyzing for AF patients and showed that ratio eLF/eHF is significantly higher during AF than before AF (p < 0.001). This is opposite to ordinary LF/HF where difference is insignificant due to high variation of this ratio. Conclusion. Proposed in the article is generalized form for Robust Entropy Estimator EnRE for Frequencies-domain, which allows, for time series of a limited length (standard 5-min. records), to find entropy value of HRV power spectrum (total spectrum, low- and high- frequencies bands). Using the proposed EnRE for MIT-BIH database of HRV records, we show for standard 5 min. HRV records the usage of EnRE of HRV power spectrum and entropy-based sympatho-vagal balance of Normal Sinus Rhythm (NSR) and Congestive Heart Failure (CHF) cases. It is demonstrated, that, entropy-based Frequencies-domain analyzing is applicable for case of Atrial Fibrillation (AF) even during AF episodes. We showed the significant difference (p < 0.001) before and during AF for entropy of total spectrum, as well as for sympatho-vagal balance in form of eLF/eHF."
2255aff0438e9ed68c059b08ac72afc0098ebc1e,,,,0,[],
001a15b6b0988322f476d57abaab3300e296245a,,,,0,[],
1939e7e2b15fff058f4b9000953391b86b95a391,Derivative Method to Detect Sleep and Awake States through Heart Rate Variability Analysis Using Machine Learning Algorithms,Fabrice Vaussenat; Abhiroop Bhattacharya; Philippe Boudreau; D. Boivin; G. Gagnon; Sylvain G. Cloutier,2024.0,1,"['75cef18e0233fc96b3e4be323446e2066e1b5573', 'b233afa09fbe19d56af255ad468a917385a00a5a', '8616267e3f9a28079e37ddd5d9a476a302af426f', '4379f1d018387d71ae823e2b11312984889d23da', '1485929f2bb799f897436a416331f968d2a9db80', '84bb8a3caa395d8bb65011321554c3da8b08cf3c', '1ac83020ae2a4c4ce456ad7468fb557f15e56a4c', 'aa4725b2cf208dc08d10374061455ec24e663b33', 'd8a1e820d0ae9e93c79bd358bb6b4831dda2e837', '9500d79a66ac38c03796ee0446263f61e22380b4', '94417c6349818e1bd053515a18cc8c0429a905eb', '6781054661a307452f61560ee8288560a2b46091', '4eaab0db7d88fddf5e73c53c27ce93512e0dfccd', 'a9c630f6b17b8841a15e8d3c774309daa5a00777', '355ffec244571f78d22954347c99c1b1da845b67', '5301b85c210a06b03873adab9d02800b6213e008', '75938f37b59dd2cf70299e9fa9ecdfc848929158', '88109c941b7ea49f32f6876b6a4d03acdd175364', '0d1400c0059a5f64dce6a85353693c7cf8449fd1', 'cbfad8fd73e75ca9b89c13199eac6b89d9becd6f', '467f68e051e360752160518495fcb2e6a3039863', '5b2723e74a813b81714f54332e753d750b066382', 'c244e596a150608178bcbdbd600016593dcbc10e', 'aa204f5d458dc91d27f7830655639f8db04878ec', '1da00f911a692d82ed900b80c1e5084eb61c5839', '837d0dbaef4ae006d13856e8847755cc0bbb8321', 'b768cdb1c8b87663f6d76fbdec8385e60dfd2f43', '28dfb7bcdaa2ad89c1d96b77a80b4bcc941135fa', 'ecb1a5f9f290f7fc4e1c97072683ccd8007350e5', '6007c704f5a8f92d6a03e5bf93e344d003e592e5', 'f848ca28ad2c72e3178ce08dc53944afa15ac04d', '6157a6a29bf3a23f11369052a66a65868d882148', '1f689c90a55399194cf46964e7744bc3b4f80452', '4c0e20f54bfbfcba45b89289b4cd5a75ab986805', '650298ddd6bc0b2586843b80febbdb3e967d5115', '38e48235d4a1b836ed5eb1941bfedb7fdc4aecf5', 'fb5ef8f33a24954e520f509e37885e6f16f32335', '7438c4201a88d6248648b5a37fe7577af61618ad', '6f4ca0c2355459aa430ed434366979c73957fe13', 'f20104e0c594155e7e7566a9181932716ab3e09c', '10773590b90ac24d56d2a1ab4ae221ee773e2573', '68fc242c3f8a9159a4df8b6474d0e417e3ef2d45', '24fd707780755cce179a906702a3acafb3368b7e', 'fbb255229f03378058a750a625f72e473bc5ddf6', 'ba5c21d3d2f4bfcd4a01082a262f0f042ceb2680', 'c31f3d0583a425f2057baab1a08ca048711dc366', 'b6c87b390d7adcc1cc535479b8ebafbe4bde1db4', 'f097ca6e27dc7a31dab3621840795670aaf5082b', 'aa7bd176c83cef1ccad8cfcfb10e73713bfa8e8d', '669bb21f73c5ebcf60022dcfffa9f532716637c0', 'c77408f07eb8d19135b33ac3d7c7c800bef3000d', '28a931ebf46b1baf6aa9708b3b5a171c6c91e5c1', 'f7426958d4952843a1f67f2d3adfde5f8b1f3414', 'c86991f57253a031e121b1acaeb445868efe682b', '217b52a84983dd24090a4d75f0021ee341a125a3', 'd787c58a581419ebe3677be9c5712bcf8ee8ec0f', '9fa2f4bda2987dd6bb650d28726907d04a2326fd', '06502e2cff8370540a5df2489ebe5ebfb838df2d', 'd20b6b8b6d0690851834d1164812ab7d99acb5ee']","Sleep disorders can have harmful consequences in both the short and long term. They can lead to attention deficits, as well as cardiac, neurological and behavioral repercussions. One of the most widely used methods for assessing sleep disorders is polysomnography (PSG). A major challenge associated with this method is all the cables needed to connect the recording devices, making the examination more intrusive and usually requiring a clinical environment. This can have potential consequences on the test results and their accuracy. One simple way to assess the state of the central nervous system (CNS), a well-known indicator of sleep disorder, could be the use of a portable medical device. With this in mind, we implemented a simple model using both the RR interval (RRI) and its second derivative to accurately predict the awake and napping states of a subject using a feature classification model. For training and validation, we used a database providing measurements from nine healthy young adults (six men and three women), in which heart rate variability (HRV) associated with light-on, light-off, sleep onset and sleep offset events. Results show that using a 30 min RRI time series window suffices for this lightweight model to accurately predict whether the patient was awake or napping."
8c1cd9c4172e807f83ad24ee2cf5814b6c29817d,Heart Rate Variability Analysis in IMI Patient,M. Shabna.A.; A. George,2018.0,0,[],
a03b4b00566bdf6f2b8a109564de29c8f3000f2a,,,,0,[],
387e68ea92a246d37a25af200e47daffae85162f,Application of the Permutation Entropy over the Heart Rate Variability for the Improvement of Electrocardiogram-based Sleep Breathing Pause Detection,A. Ravelo-García; J. L. Navarro-Mesa; U. Casanova-Blancas; S. Martín-González; P. Quintana-Morales; Iván Guerra Moreno; J. M. Canino-Rodríguez; E. Hernández-Pérez,2015.0,45,"['628426bb499d88b13dcbc96423fab0243a007cee', 'b4abf7f8940b372259e659e6002d9f4b73af3ccd', '750fa384eda8367a441e2eb17ac8e2c5c7f47c11', '80c9bd34a9400dec81cd2dd6890e3fc718676842', '76241784c14e30c8ab660ace3b1625df09d3f8f2', '328b9b5b95322e9fff771d6375711f95d59e6f01', '8cd01a2aed8ada81548630d5f638e13fe9d34dd3', 'c3fe49318b08535356e18830357ad34a0e318e29', '6932cdb413b1f09e1d9f1a60ed7160fc542e424d', 'b7cbbe0be7751964d314eb09cfc3043206e47a2d', '5b1aeb675ea46d09218bb2cfca435e35b188f7ad', '37c9cefa332c90f95b14412e296767c32375c2d5', 'c9aaa9ef5ac1adb4448f21852a74fc5113844742', 'b1ab25353d16bf639b1b53768374ee79065b5011', '32ff08907eda77fe5ecd52df15587f49ef50c3a1', '9afa9c1c650d915c1b6f56b458ff3759bc26bf09', 'f33b5860c6065bb8601b2e996626965849bd68ae', 'd44d0d48f8f443ce4f23086812cfc5acfff0d500', '7fd29c6e1ca58abf9fc3e19ea66fbfc91b95653f', '2304be7d4f14b28d266e2102444a2dbfeb432d43', '8274ede6b86e80e4f369d104f0b67c9717322af6']","In this paper the permutation entropy (PE) obtained from heart rate variability (HRV) is analyzed in a statistical model. In this model we also integrate other feature extraction techniques, the cepstrum coefficients derived from the same HRV and a set of band powers obtained from the electrocardiogram derived respiratory (EDR) signal. The aim of the model is detecting obstructive sleep apnea (OSA) events. For this purpose, we apply two statistical classification methods: Logistic Regression (LR) and Quadratic Discriminant Analysis (QDA). For testing the models we use seventy ECG recordings from the Physionet database which are divided into equal-size learning and testing sets. Both sets consist of 35 recordings, each containing a single ECG signal. In our experiments we have found that the features extracted from the EDR signal present a sensitivity of 65.6% and specificity of 87.7% (auc = 85) in the LR classifier, and sensitivity of 59.4% and specificity of 90.3% (auc = 83.9) in the QDA classifier. The HRV-based cepstrum coefficients present a sensitivity of 63.8% and specificity of 89.2% (auc = 86) in the LR classifier, and sensitivity of 67.2% and specificity of 86.8% (auc = 86.9) in the QDA. Subsequent tests show that the contribution of the permutation entropy increases the performance of the classifiers, implying that the complexity of RR interval time series play an important role in the breathing pauses detection. Particularly, when all features are jointly used, the quantification task reaches a sensitivity of 71.9% and specificity of 92.1% (auc = 90.3) for LR. Similarly, for QDA the sensitivity is 75.1% and the specificity is 90.5% (auc = 91.7)."
