pmid,citation_count,relative_citation_ratio,field_citation_rate,year_icite
0b72c321cd990df3b8960fc68e482d2f9e1834ab,512.0,0,0,2015.0
0c8ecae59d73eb86127ad94be87335759bb69870,22.0,0,0,2017.0
e5d2c0cd8d1d026d95fbd5ca204c1d43aa325fc7,3.0,0,0,2018.0
9a6ccfbac473492722015407c9c234e1c1c97db6,0.0,0,0,
5d4aa2dcd5f167599c375594187698c393c58a29,24.0,0,0,2017.0
3848daf38c39983650a3f6ecb4ccd11dbfab757a,64.0,0,0,2022.0
87f2ccde9e69a2e6e11487e1ef1e8d122b406101,42.0,0,0,2022.0
2ca609f2dec88235b64570120b513faceeb4ea0a,30.0,0,0,2018.0
678f6d354b8770cf4dcd459a8f1d3255b94ee962,26.0,0,0,2016.0
27ee8d5c70b7ff6f913f272196850177637c4e70,38.0,0,0,2022.0
fecfb59968fa0dd24959195f74e7769c9ab9d361,13.0,0,0,2017.0
342f26c8e0c653be86e4caab5536a034858f8775,20.0,0,0,2016.0
5120a587d897d572fbd33c4b06edf1a42c0f699f,18.0,0,0,2016.0
95ed287d32c17bc129eca9102e7a3ed3a6fa5e9b,12.0,0,0,2017.0
26c13d74e1cb2df79c2bf926369bf07dea5bb88f,13.0,0,0,2016.0
856d9b4a25dbe2d2ad5b0ae9cf0d5d2889c72bf3,28.0,0,0,2022.0
4ba2f8dfc1a4fccec80cf95ce3f0eeff3066f21e,22.0,0,0,2022.0
8dfaf780e78545388e527f66b2e58366599c6cd1,15.0,0,0,2016.0
a6240e356327613002bb84c9594da84f803a4d4c,0.0,0,0,
80c159c4268949a24909e0811476f90a596deded,34.0,0,0,2016.0
3407973c94b5ce2d15eb46d27318945172d654ac,19.0,0,0,2022.0
5923f330569d21567922631332e7ceb34ec645cc,62.0,0,0,2017.0
f699bab30476bb90c07a5ea70f3283c6d0d1efdb,10.0,0,0,2016.0
61e1e9c019ed1d00e18c69a166d5941fe83cb365,3.0,0,0,2017.0
1d838db4da727eade00907ffb1b697f1487a6f58,213.0,0,0,2015.0
2885429ca305d64cb66b1a0e5cec4e2e72336282,11.0,0,0,2016.0
1d73129e603a90a14d1504429e987768db675963,6.0,0,0,2016.0
b4c69bb899526544423a1b075033bca6b3ea52db,0.0,0,0,
dddb8c3ab71fc10bac98be061f0fd9f94c2510c3,0.0,0,0,
9f240f317ea0295a894958be1530087e31469fcf,0.0,0,0,
60cbcbc965d5101d281075f54361310e60e14c82,127.0,0,0,2015.0
7a9ea6d815bceac4e6f9ef962a7ae8cc5b7b5f01,12.0,0,0,2022.0
6dc740628f9d95bc3d6396f4b3a16b57b9bca4af,76.0,0,0,2015.0
3f50feafab2cd2debf77a3feed805f6d4ad8f2e3,59.0,0,0,2015.0
924e589ec296a0ed31027b88d58872f4c290bfa9,63.0,0,0,2015.0
a08c440aca0dd05e60fc783498213d6ae2431cdb,59.0,0,0,2015.0
791d7c03e2a5341570d8383b4255d40f273cb277,0.0,0,0,
2aa8e510865052d4a2be8f62869a20ee98e1dd56,8.0,0,0,2016.0
47675ae3913950f5fde2a492bb534fac9871126f,9.0,0,0,2022.0
11dd406bdb043379882f12c4d4d6b00c892f8a0c,5.0,0,0,2016.0
50ef80220b96db1b19705399fabf95d9dace40eb,32.0,0,0,2015.0
9f73ed66efbe8ab1d56b5d820d90ec9dacff493b,6.0,0,0,2022.0
b6cf51d27307b61c221d5d656c19a231df330fb3,5.0,0,0,2022.0
d46c5a9fbe26b923f25d8df5c46318556e47a59a,8.0,0,0,2016.0
ae00c50165a0ff08287721ffa50a5a735bb519bf,18.0,0,0,2015.0
7cdc279cea2d6ffb973bbe71e5e92d5de5ce24bb,57.0,0,0,2021.0
84efe6b2677505bbe234817fab1f4a285b68d38b,44.0,0,0,2021.0
abe86ea88f38b88abc920d29dac8c419d1700541,11.0,0,0,2015.0
81768e56673507df123aca5f38fe35cda22848f8,0.0,0,0,
5ec840413c73bec638ba517c25df51c209185375,58.0,0,0,2015.0
314d47617851875b8cd3c8054c6579deff97920b,3.0,0,0,2015.0
61315ae121509afd281c0ce545d0846b4813ae51,0.0,0,0,
488a6da3da0ac2c506ddb517c466e94ac04baebc,0.0,0,0,
dc7f051a32b44124341f1e83124de4deaf1e0e39,89.0,0,0,2020.0
ff7f3ab939c89bbf37ef545f01279d6f3622f272,143.0,0,0,2020.0
37cb2482d078fcb0b84fadb2a1d54642fb303ca3,39.0,0,0,2021.0
89c0f84361a34c6224c3a1a14ead80ed3c82c9f0,19.0,0,0,2021.0
2c08bd4d00dd2d7c403b548f42fbc44b509056fd,0.0,0,0,
040afa7dcc70ad81c95056f2eeafac195e603d2c,41.0,0,0,2014.0
15d1b09b78ce504bce11845b338fc5a93cfa5a58,0.0,0,0,
ed6de754b016272944ea939afbbd4ca3ca702c67,64.0,0,0,2020.0
8a638b6b5aba35fb3fee488c2212caa2a0c48736,13.0,0,0,2021.0
c88ee84b150ce0d3be164fd4cbaeeda7d151e3b3,52.0,0,0,2020.0
c16bd53732f4f18e3bcf25fddf7b21a1d647bcb5,0.0,0,0,
9a583a5d1504a5a2e521e8d90f9cea07f9ef1c2e,20.0,0,0,2014.0
8c847ac8a1d1590e43a18489b6068506f4d55bb8,17.0,0,0,2021.0
f5097a92559b4ba350d45944698ced60affb25f7,11.0,0,0,2021.0
0fa682e11d8b9ea3cb59bf17826dfac49f52e348,38.0,0,0,2020.0
3e2445a4e89c76d9ca5a37f40f4fd064c0a1a73b,0.0,0,0,
0155c42de00386653ce33e63877c62b50b6456e5,7.0,0,0,2014.0
9f84ccc93a4d60ed77fc569671abdabf78bfce21,35.0,0,0,2020.0
77e76ee7b69ca125bf55e8eb9d112cc41a07f3da,35.0,0,0,2020.0
f5fc77e03ffe3e2585fd03f99054ae0bb8e1322c,0.0,0,0,
16db7bd259515705b274bc3a17a20b86b4a88638,0.0,0,0,
9ae9d2b060e50094be7e473e449f192403019225,878.0,0,0,2017.0
1062876e599654afeaa491149abb40d95d3064df,22.0,0,0,2020.0
4506d2b187bc04f7a8c3ae626770c9f85c0d24c2,5.0,0,0,2014.0
0326a8edf41d09beb171ca306b1de95d8d85857e,102.0,0,0,2013.0
8cb8440eb5f74fa94a75e1b7f6488ca9c35bcda2,76.0,0,0,2017.0
950fdff539a2c32cbb74c234df5f74fbd8e7161b,15.0,0,0,2020.0
38c3e0a64d7d792e17ba719d8829b045b61e53f3,17.0,0,0,2020.0
aa37766217c72b644bf14cb8c65bd190ffcb4935,13.0,0,0,2020.0
b87aa38b3f83b67c735c5916fe89d58b7a2351e6,116.0,0,0,2019.0
988b219dcd619191218fb35acc184732ae7bbbff,0.0,0,0,
47740dd214749e86b492f823c56a3a15b5391ec4,0.0,0,0,
62acca98a5bd6ffb3071e9c2a2f559950e4301fc,0.0,0,0,
1b3675fc0f2b16743b1e1f0c2f84829cfdb3d34f,624.0,0,0,2016.0
8a9a38e682f583ec46c4cc438a9c8992d0c8c7e4,56.0,0,0,2019.0
177fb3cde66245c4b286fcbb3864913472299898,50.0,0,0,2019.0
939043b58d41ca05ca228ae3081c9a540f770a47,192.0,0,0,2018.0
74a1529f63eac9dc6a3582bac3cecaaecbaeeeef,49.0,0,0,2013.0
40eb2af8f2f21cf6ae4c7972437b9bc3e5df292f,0.0,0,0,
af31dde678a79f19ce4664f9f7c48633a1c74a68,0.0,0,0,
9cbcacabb451ef5fe3833ab325ac769aa6cea2ac,41.0,0,0,2019.0
d247e732179fcf32dfee29ad15933ee21bb00736,0.0,0,0,
8b0e051b76076bac87734906904ced61beb78a6d,40.0,0,0,2019.0
dc804e62127d2cb990a447a8ec42ecd52faa7858,0.0,0,0,
2ccfad6a80dc56f512fef2daf781a21b8cdc622d,0.0,0,0,
a82b592f6ef6ce43216dc1d64f082f5911a620bb,7.0,0,0,2020.0
e8ba2b23f8665c78e8560a8545fd7da413924798,19.0,0,0,2013.0
eca5bcd4531511a7ba64a85cf4b4938f333ab0ef,0.0,0,0,
3c4140541f709ba21aa3f92084b253f9fc66ec80,0.0,0,0,
2b811e03bd24324e654e1e0b7176445c4f94c594,75.0,0,0,2019.0
f98941fa2d1c7d22e663feeb7246d7b65b12b1a0,0.0,0,0,
74300cf1a61eadf8367e892e764b126da79d2e7f,0.0,0,0,
d56b42a7556963b5ef5b8d097ff42965a3e570e2,28.0,0,0,2013.0
322328eeefa9102d122c5053d751ee975ca92f61,4.0,0,0,2013.0
0dabb09e1ac4de03253a17840520c5a88d04161d,25.0,0,0,2012.0
1be5b912395ca8b3ad50f86b0deae7625fa407e6,0.0,0,0,
db6e04043287de02648d6fc1bf6307c73cbf25dc,0.0,0,0,
d3c3b51a70b830b6b02e9070d6b76443507ddcd5,0.0,0,0,
b96f655d1b36eb1cda8415e1fd554fd78cf48b20,2.0,0,0,2013.0
8999c8e7e7f119752f429ac7d243c1ee397e7c18,62.0,0,0,2018.0
9c2e55b7c81657a32a01c6b085da7ffbb4ba9ec6,0.0,0,0,
7d12f75ddeb07c6ded63476bf635664b4dd93632,27.0,0,0,2018.0
9c9ce2f8fecc6053176d908e5e431db65b5617c8,0.0,0,0,
db210fc464d741f3f627190711ec0150d983f280,5.0,0,0,2019.0
4c27cc54a76ce710126b6315e0356c1196dddcc4,19.0,0,0,2018.0
60193bc0c1aa39e359d8610962e7a1bc5ff89089,23.0,0,0,2018.0
e915962f2d0fdd8fa496d58e3d5fd5476f1ea6d1,9.0,0,0,2023.0
d7d69f36b3571fabf0a6931a636a3c4e086f8788,61.0,0,0,2017.0
0fdfb1b0b88416d00a86c4f19637c57dc19030e4,9.0,0,0,2023.0
401b8ccf71734b6b4cf79840ff7666e5db8edd9c,8.0,0,0,2018.0
66509ac1e4677594b7b6a191318068e457834453,76.0,0,0,2016.0
60a9a101a80c29f13ea18b1a05e2c141c4c28b36,35.0,0,0,2016.0
01bff0a1be351335dc8c648a54d8765c322c532d,0.0,0,0,
9b378140be01b2bf857bcd79dc3de1f27f70a208,0.0,0,0,
977f6efa78e665b33f4f9f40490de7df1259e36c,0.0,0,0,
239af358e111a48b9c48409f80369f8fd6fc075d,18.0,0,0,2011.0
872c323e55e17968452e3283d0cbd3dae714d860,17.0,0,0,2016.0
2b4c1ca49cba0a40913c68730d2d56a062c0c71a,10.0,0,0,2017.0
a78996eaafc52b29ce4819e37005f8c850bd019e,18.0,0,0,2017.0
cbb20d803671fc5ab81bae8721f2e709376a7fad,15.0,0,0,2016.0
7955af1f5b8226ff13f915bead877c181a2917dc,20.0,0,0,2017.0
50fbe6703cc666dfd57fedf63f08e22324f5ccbf,0.0,0,0,
82316a615c5f1c0c5a5b04dd87ad3acf982ac32e,6.0,0,0,2016.0
e685c1b582b365f913f883e89f8b357c082a361b,65.0,0,0,2015.0
4ea343340595352ba67f21e8a382bd3ad90df85f,2603.0,0,0,2019.0
f25ccc7914965213ddc100e9c5ec4943a39f717e,28.0,0,0,2011.0
b37413ea22a36c792b2fc1622324c7b233103eb5,0.0,0,0,
e4c8d8776c7b3c9951d513af9da4c7d49833f141,40.0,0,0,2015.0
34194da3c74debcace707e575ea1bbfd8795f371,0.0,0,0,
792f87d9e3f0ce5cac87327798fe5dcbc5879250,58.0,0,0,2023.0
f7b8540b3da7239806a305d919c92180c78927c7,29.0,0,0,2015.0
8e2ecadc4f7dd691e89ea2c245cc0b83b043f9f1,0.0,0,0,
ee3c0126639c630a59f75f6dfc6aaa7c1c634244,0.0,0,0,
c5cb495ecb2c0d80d55c8496b747547bd2ef537d,18.0,0,0,2015.0
659ccf1891a66bc1245165a1c792d3745f5cef3e,0.0,0,0,
8f67aae4ce6fc048a792414c54122551b0619b38,23.0,0,0,2009.0
7548d046a729d0ca21a0dd507d1c1bc038bcf55e,14.0,0,0,2015.0
e4311eb6d12e081f13054688cf8bd1355e71ac5a,50.0,0,0,2000.0
cf2c6e5724e0014a141a3dd679984877aa4a8c8b,74.0,0,0,2006.0
18978f99a0d46266691a33c88b4adc4ad623e2cb,39.0,0,0,2009.0
37888333b7264a24abeb10556610f2db8773f38f,44.0,0,0,1978.0
b80ec5ed0c2cc07d609501090fc64ec78d3353a2,8.0,0,0,2015.0
6b985fc458ce3d0c3a8efdad59798cdc847f1771,26.0,0,0,2013.0
440486e4bfcb35af7b00b781ec91c18ce50cc0f6,25.0,0,0,2005.0
bc1dd9cd89bb8ca4620e6ee8a9c84f01d1cf6dcf,38.0,0,0,2001.0
6623bdc708d13f37dd2f77f55160b9545f81803e,7.0,0,0,2007.0
522f9fc5acce0f06e3ff04ea9ee32c4383d4d554,19.0,0,0,2015.0
8fb51f5995330b660b8586d85633e3960aad45f7,6.0,0,0,2001.0
db1584164dbaa4cca688e5bcd296ad3d7adb1e54,9.0,0,0,2015.0
01b2ead5b7486bdb2ce0bc3f1c56d2d70d6d0b09,0.0,0,0,
3cf37984ac8432d1d785a50e3029971328579cec,12.0,0,0,2019.0
e841d7fd746fdf408547d158b01b5991cb64edb5,382.0,0,0,2020.0
c7c59d87746bc70d9d624783fb70c0cb07a9b939,31.0,0,0,2014.0
81942fd35b3c26506de08020b390961c9bc3da8e,0.0,0,0,
9849ff80a6e3d0ede2f726940901c70a88cb7116,1220.0,0,0,2001.0
9989d302ee021b06dfdd825796a48155bcadaf6e,13.0,0,0,2014.0
c0c807b59e6497fe07de537d9eb11fdbd442ecf6,230.0,0,0,2013.0
c95346b539ae65c8ab81e4e8266de7f06ed3a008,53.0,0,0,2022.0
0aaeded783970668e29df434660e419baedc5aa4,144.0,0,0,2021.0
449e30295ca3d394c7123cafce389c99efdd2897,27.0,0,0,2018.0
e2bce7798e46a8c73bbc6c6491e91724795f7f3e,21.0,0,0,2019.0
d8febf6ddd72e66f8d1b6cb5441543b7ea4fd9d9,82.0,0,0,2013.0
edf3d42b09326396960cf544e0c630d3c722bf5b,31.0,0,0,2022.0
07897cf16fac3a4fb3064d6c8b26bbcee1dcd38d,38.0,0,0,2022.0
054e314d383753e368561b5f4c827af2b49d0a6e,50.0,0,0,2022.0
4e67aba127c8bab3717461ac7be1f9e215fd1ca9,28.0,0,0,2022.0
20f61c29018c0d18d6ff4a8092dba6ef3069efb8,175.0,0,0,2020.0
55728d55537c01766d7775b6cacb044706d548cf,0.0,0,0,
8e7ce6dc3c2a6e6a498578c130bbc3d872397dfb,0.0,0,0,
bc04cee47c9dc955920a7037f360802d3c478051,0.0,0,0,
9e86f50775907b9739fd1c5753f04d54a2280bf8,30.0,0,0,2022.0
