pmid,citation_count,relative_citation_ratio,field_citation_rate,year_icite
37862255,0,0.0,,2023
38165365,7,3.3,5.601125133947241,2024
38244465,3,,3.9332418940524434,2024
38286043,2,,4.0642778467942495,2024
39147593,2,,4.0642778467942495,2025
39154204,2,,3.764218377763319,2024
39226673,0,,,2024
39226768,1,,8.322414514265617,2024
39392922,0,,,2025
39533540,0,,,2025
39571509,0,,,2024
39729629,1,,6.991890566574687,2025
39951174,0,,,2025
40080737,0,,,2025
40139811,0,,,2025
40156721,0,,,2025
10534906,4,0.1,4.981997154971555,1999
10616118,59,1.98,3.0866704137142955,1999
10673181,59,1.73,3.538218377949069,2000
10928575,117,3.43,3.5459347732575837,2000
11083600,22,0.73,2.8777433476385252,2000
11322710,52,1.29,4.678417449453145,2001
11322715,41,1.16,3.7726160975194043,2001
11382879,2,0.06,3.8692688244720044,1999
11443519,72,1.83,4.5385824224127,2001
11560185,26,0.72,3.9014039837022336,2001
11702580,5,0.12,4.627561967149978,2000
11760460,1,0.04,2.496006783456342,2001
11833858,133,3.26,4.585478269205905,2002
12047595,0,0.0,0.7317073170731707,2002
12071546,16,0.44,3.7767547743640195,2002
12094557,5,0.14,3.477543859657644,2002
12374492,705,17.06,4.675724148617822,2002
12696996,35,1.02,3.561669790630726,2003
12887819,0,0.0,,2003
1320480,11,0.44,3.3316905836203166,1992
14592354,68,1.87,3.921206282280083,2003
14592362,30,0.78,4.357931221411747,2003
14592363,18,0.54,3.3027567679285643,2003
14607353,72,2.05,3.6852542598612,2003
14631747,0,0.0,,2003
1486826,1,0.04,3.4229106518369434,1992
1521410,34,1.62,2.6545324345421295,1992
1552009,56,2.47,2.9548557329339245,1992
1678203,28,1.22,3.1893272403526827,1991
1680245,81,3.43,3.3094719702911006,1991
1807224,11,0.53,2.857046060100513,1991
1866017,39,1.72,3.147131214364616,1991
2267476,20,0.6,4.845292035530737,1990
2281247,110,4.34,3.530272266433808,1990
2335305,26,1.12,3.187433382731373,1990
2441963,33,1.98,2.422394155907517,1987
2441964,23,1.58,2.117056300298538,1987
2461281,94,3.46,4.050758325134203,1988
3238257,36,1.93,2.697818907843817,1988
3704440,27,1.6,2.452373125012796,1986
3704441,32,1.3,3.583818055674221,1986
3704442,42,1.78,3.435198501804848,1986
3704444,103,3.59,4.186649117470231,1986
3880172,45,2.3,2.7422804560579657,1985
6581275,18,1.32,1.8999994611209978,1984
7232969,123,6.23,2.7420050517192225,1981
7481382,6,0.17,5.055242216039824,1995
7676167,11,0.49,2.3621383848207094,1995
7691539,21,1.17,1.9462361621100475,1993
7701181,553,21.35,3.365661964002456,1994
7701189,43,1.72,3.1924779850942926,1994
7701190,73,2.86,3.3015117972253827,1994
7701196,47,1.82,3.344455491600434,1994
7980215,11,0.4,3.688054412268843,1994
8178031,15,0.66,2.778868107369092,1993
8256576,24,1.02,2.9506582800595065,1993
8341891,87,3.26,3.5131967920144747,1993
8423911,88,3.47,3.27731450369983,1993
8569665,5,0.19,3.123489309362029,1995
8665543,45,1.47,4.017964372930091,1995
8723379,126,5.31,2.6952198544723394,1996
8746388,16,0.64,2.9307362275484534,1995
8746399,35,1.31,3.225618539723298,1995
8830954,37,1.33,3.486230223048337,1996
8855030,17,0.67,3.021009497390818,1996
8899938,174,6.47,3.3116434697505204,1996
9012160,1,0.05,2.385432845588213,1996
9076642,212,7.76,3.1258890418605643,1997
9122558,68,2.7,2.9800565996577135,1996
9191765,79,2.07,5.060763682121262,1997
9231950,38,1.39,3.112025984539318,1997
9231951,30,1.2,2.706260002225852,1997
9241473,18,0.64,3.252191642858828,1997
9322269,33,1.34,2.641623965929872,1997
9351129,165,5.22,3.890766562882082,1997
9415944,15,0.49,3.745794622281742,1997
9891190,18,0.54,3.7629164968835678,1999
