pmid,citation_count,relative_citation_ratio,field_citation_rate,year_icite
38319900,2,,4.101430642690482,2024
38320459,0,,,2024
38341838,0,,,2024
38450539,0,,,2024
38565187,2,,8.489053018927422,2024
38665127,5,2.4,5.220212922959027,2024
38678310,0,0.0,0.5310344827586206,2023
38810481,0,,,2024
38821567,0,,,2024
38875396,0,,,2024
38949661,0,,,2024
39032802,1,,5.685442183472945,2024
39150700,1,,6.4347553084672375,2024
39154204,2,,3.764218377763319,2024
39168479,2,,4.164964557834828,2025
39177543,2,,8.893873638284623,2024
39226768,1,,8.322414514265617,2024
39241492,1,,7.943611635313685,2024
39410793,0,,,2025
39437461,0,,,2024
39462151,0,,,2025
39466898,0,,,2024
39484812,0,,,2025
39533540,0,,,2025
39561673,0,,,2025
39615274,0,,,2025
39729629,1,,6.991890566574687,2025
39744411,0,,,2025
39745488,0,,,2025
39842621,0,,,2025
39938170,0,,,2025
39943847,1,,5.297205531184179,2025
40080737,0,,,2025
40088861,0,,,2025
40111736,2,,3.4267863378106256,2025
40120323,0,,,2025
40157243,0,,,2025
40220529,0,,,2025
40365808,0,,,2025
20054743,3,0.09,4.780352881398999,2009
20066934,4,0.11,5.478240846923645,2009
20069207,21,0.72,3.974310565220801,2009
20114128,83,2.68,4.56443912880248,2010
20120618,20,0.56,5.61117960396732,2010
20159196,11,0.46,2.944360461523781,2010
20175400,72,2.39,4.368397682947176,2010
20207562,15,0.51,4.835017003970289,2011
20308759,22,0.76,4.084026246910156,2010
20480724,14,0.42,5.076923059886565,2010
20486314,4,0.13,4.369821465318023,2010
20488294,40,1.36,4.203046082441084,2010
20518604,19,0.58,4.937496310207011,2010
20585744,6,0.23,3.532096510411826,2010
20620895,4,0.14,4.223706127075143,2010
20851047,74,2.88,3.9120677726277866,2011
20927145,0,0.0,,2010
20957845,22,0.8,3.735358836743594,2010
21037131,12,0.42,3.9898856127211664,2010
21040601,12,0.47,3.2951581721278904,2010
21050810,34,1.19,4.605831440966287,2011
21302858,7,0.26,3.5476473863145395,2010
21302860,12,0.45,3.609695393118288,2010
21317035,78,2.84,4.354152038104069,2011
21345702,25,0.92,4.2773716584588835,2011
21358852,33,0.91,6.479244129232861,2011
21532956,39,1.34,4.749800892708227,2011
21543032,4,0.16,3.881334750958335,2011
21658163,9,0.36,3.765378502048925,2011
21704940,9,0.44,2.6095789443788884,2011
21811133,10,0.39,3.942775260569832,2011
21921795,13,0.56,3.3425214992972263,2011
21946744,17,0.63,4.256549300079837,2011
22136902,18,0.63,4.603069284492456,2011
22171197,16,0.62,3.946487411526154,2011
22182320,33,1.31,4.255090202278545,2012
22231845,15,0.54,4.922397586671867,2012
22249574,7,0.18,6.960996161644643,2011
22406785,6,0.25,3.8492439127421774,2012
22445591,30,1.24,3.9758438553746736,2012
22470453,354,11.08,6.06121550144203,2012
22547897,43,1.82,3.822749424628762,2012
22558075,49,1.81,4.737800641343362,2012
22596015,4,0.17,3.643214811223466,2012
22605629,3,0.09,6.5252773004874545,2012
22716477,81,3.41,4.327793338370299,2013
22841027,97,3.88,4.19942066334991,2012
22889297,5,0.17,5.384152129486664,2012
22942503,140,5.07,4.890869588886463,2012
23006225,0,0.0,,2012
23026503,60,2.4,4.180917560919352,2012
23044019,22,0.95,3.723035500025869,2012
23065655,112,4.19,4.650856033275536,2012
23085931,43,1.78,4.419487082497073,2013
23175331,0,0.0,0.5714285714285714,2012
23246544,178,6.43,5.432809586051875,2013
23312376,14,0.63,3.9007504993361093,2013
23372264,100,3.92,4.824922784205361,2013
23385695,8,0.29,5.538038655069173,2013
23444425,207,6.58,6.51005276311525,2013
23496005,162,6.16,5.04365657423239,2013
23574649,64,2.39,5.172591769833883,2013
23622295,3,0.12,4.881339770413226,2013
23648914,25,0.97,4.882584896120208,2013
23649748,118,4.73,4.663497827318879,2013
23678276,3,0.12,4.550818356060518,2013
23729926,106,4.47,4.305033283885497,2013
23746601,10,0.36,5.435283424723223,2013
23764105,32,1.33,4.431638018393696,2013
23772196,14,0.61,4.144315000535958,2013
23817360,2,0.1,3.3356946751293783,2013
23835278,3,0.15,3.2398719465302634,2013
23884811,152,5.28,5.743399171397579,2013
23904686,22,0.53,9.398574705846908,2013
23940246,20,0.78,4.829443550622834,2013
23946709,138,5.47,4.735235761274925,2013
23946711,74,3.36,3.840273062884172,2013
24095163,1,0.05,2.9434662983177238,2013
24127148,20,0.82,4.534091555008975,2013
24134219,98,3.41,6.202054613740592,2014
24142146,92,3.74,4.555243334875619,2013
24144530,28,1.49,3.308013382149671,2014
24169281,2,0.06,7.220072814952806,2013
24297759,3,0.13,4.5263493198251386,2014
24330987,1,0.05,3.865735629944977,2013
24399620,5,0.2,5.04686916743564,2014
24408296,2,0.09,4.0867404425959934,2014
24426826,32,1.4,4.485322754255537,2014
24497656,15,0.8,3.2766113720184973,2014
24497666,22,0.87,5.2069394664092945,2014
24501437,29,1.22,4.793744028124226,2014
24503472,55,2.54,4.150408129049257,2014
24587565,52,2.35,4.299426330602462,2014
24645699,36,1.45,5.066071391273518,2014
24656461,11,0.49,4.379484456256467,2014
24657203,53,2.41,4.256175890804071,2014
24735736,10,0.43,4.628747748603453,2014
24768358,68,2.81,4.882878620273474,2014
24780133,171,7.68,4.3288740835120105,2014
24830461,20,0.79,5.231240448647363,2014
24882898,103,4.36,4.719496266512969,2014
24918805,21,0.92,4.497555695877015,2014
24922610,58,2.74,4.001883466689657,2014
24931392,13,0.59,4.791513458527715,2015
24932653,6,0.28,4.15748609926455,2014
24954623,33,1.6,3.8675694655467407,2014
25041214,33,1.27,5.420209964569002,2014
25064378,2,0.09,4.435559655953644,2014
25142772,31,1.25,5.039794484035782,2014
25260205,3,0.22,1.7908724309034976,2014
25320099,48,1.69,6.101349444044196,2014
25325489,31,1.45,4.548471757506937,2015
25388761,4,0.17,4.851426196289583,2014
25458251,92,4.16,4.775905050003286,2015
25554349,17,0.74,5.016042709074346,2015
25601624,3,0.18,3.0182438891802246,2015
25665696,15,0.71,4.494435368735629,2015
25700880,27,1.33,4.2239290950211785,2015
25784528,0,0.0,2.9497206703910615,2015
25838042,18,0.89,4.2319129142916365,2015
25845690,77,3.62,4.515742131712978,2015
25902804,28,1.16,5.4092979270578585,2015
25979093,26,1.18,4.7420185250771505,2015
26039961,2,0.09,4.985848839319577,2015
26039966,15,0.73,4.286297844351874,2015
26062824,3,0.14,4.487555740122297,2015
26065128,1,0.06,3.188905177585144,2015
26126836,2,0.13,3.200670390322883,2016
26156948,3,0.14,4.532706674560491,2015
26158891,26,1.14,5.001151206434945,2015
26235160,22,1.07,4.290851422918101,2015
26241245,6,0.29,4.386870113365696,2015
26279454,24,1.13,4.501054497629208,2015
26283305,4,0.22,3.5056615179443815,2015
26313387,4,0.18,4.803076463188945,2015
26392230,21,0.97,5.2265887975962935,2016
26395884,24,1.01,5.923686696919475,2016
26446120,5,0.27,3.761161653068516,2015
26481276,0,0.0,3.18494623655914,2015
26518705,61,3.36,4.08902374476521,2016
26564129,28,1.32,5.1108623712797945,2016
26599679,73,3.65,4.696746699133693,2016
26758112,2,0.08,5.748940659865723,2015
26791511,45,3.02,2.9969267555881998,2016
26856903,35,1.39,6.44017537902335,2016
26864219,14,0.68,4.883160276272728,2016
26967200,13,0.5,6.732366809369818,2016
27133373,0,0.0,0.30615640599001664,2016
27143278,10,0.48,4.964509207978053,2016
27149919,38,1.94,4.567838928052832,2016
27339629,17,0.93,4.123500328684869,2016
27488584,3,0.18,4.783744873772182,2018
27538328,1,0.06,3.449817759261159,2016
27564079,3,0.15,4.750077603747024,2016
27647645,57,3.03,4.3039855313273865,2016
27707443,55,2.7,4.8267535761014875,2016
27772778,9,0.49,4.170791306920937,2016
27807903,41,2.2,4.744844109814673,2017
27810190,3,0.15,4.754970271470784,2016
27835717,64,3.52,4.596539215804447,2017
27838095,8,0.38,5.464318503423298,2017
27869457,5,0.23,5.743169863309411,2017
27923434,94,5.35,4.394027779467926,2017
28065388,34,1.89,4.537784077492621,2017
28121444,51,2.06,6.754138230663801,2017
28153208,18,0.85,5.5463720232570735,2017
28159098,26,1.42,4.627425199946499,2017
28162143,15,0.74,5.260017091708888,2017
28179647,199,9.4,5.572669691224089,2017
28219726,14,0.8,4.382245801978069,2017
28320246,0,0.0,0.5443037974683544,2017
28366327,2,0.13,3.857718120841111,2017
28376374,8,0.4,5.121069278529616,2017
28449892,85,4.77,4.4823388796868695,2017
28735916,19,1.19,3.851190300897137,2017
28777171,3,0.18,4.228399386870009,2017
28777172,29,1.61,4.531125209156284,2017
28778231,9,0.47,4.94393610302739,2017
28822033,10,0.66,3.598062044393911,2017
28837992,12,0.58,5.413183537342817,2017
28929470,1,0.07,3.2558752820729624,2017
29099966,84,4.65,4.551740119211161,2017
29110977,6,0.39,4.341772867144746,2018
29117886,4,0.25,3.929766056857657,2017
29149785,4,0.24,4.068670145277058,2017
29157595,34,1.77,4.940920978126317,2017
29171110,12,0.79,4.267358516442707,2018
29209667,4,0.31,2.9086230241798203,2017
29215762,9,0.55,4.654066732173533,2018
29276000,15,1.07,4.648417370916366,2019
29351827,25,1.51,4.756588684160063,2018
29365206,25,1.68,4.1617866389674605,2018
29425086,1,0.06,4.72152492456027,2018
29425380,25,1.46,4.939413814064003,2018
29449194,22,0.81,8.450257395402632,2018
29482805,85,5.6,4.268488940259204,2018
29530376,10,0.64,4.410965384289742,2018
29609710,11,0.83,3.6080921921230926,2018
29680434,7,0.4,5.137968645923695,2018
29759269,10,0.61,4.693488453787703,2018
10214764,35,0.96,4.34073571900037,1999
10419584,6,0.18,3.912675560352399,1999
10516803,7,0.21,3.8445417791584187,1999
10534906,4,0.1,4.981997154971555,1999
10616118,59,1.98,3.0866704137142955,1999
10863737,5,0.15,3.3498980140863335,2000
10937454,28,0.81,3.609513396677186,2000
11012872,63,1.69,4.130852083687119,2000
11083600,22,0.73,2.8777433476385252,2000
11141720,0,0.0,,2000
11164060,13,0.4,3.3357629673742473,2000
11186095,9,0.22,4.653906730991561,2000
11213307,26,0.73,3.8766201571366947,2001
11293094,2,0.08,1.8733345656655418,2001
11377412,9,0.25,3.9398357223195046,2001
11383389,5,0.16,3.101459715447028,2001
11403530,82,2.42,3.5213170627936323,2001
11422857,22,0.6,3.9924212717861773,2001
11435802,218,5.83,4.168338709543674,2001
11560185,26,0.72,3.9014039837022336,2001
11725521,0,0.0,,2001
11760460,1,0.04,2.496006783456342,2001
11768782,19,0.54,3.8120637430192836,2001
11785033,3,0.08,3.878851416441183,2001
11789149,0,0.0,,2001
11833859,66,1.93,3.3437039476920725,2002
11902428,12,0.35,3.270270356096995,2002
11930279,15,0.38,4.413915365164241,2002
12084885,252,6.66,4.0146302136696805,2002
12094557,5,0.14,3.477543859657644,2002
12239653,21,0.58,3.768934121495985,2002
12374492,705,17.06,4.675724148617822,2002
12405025,0,0.0,,2002
12405608,66,1.68,4.307195204842531,2002
12410881,11,0.32,3.3815763276298494,2002
12447114,41,0.9,5.514150736391459,2002
12474294,0,0.0,,2002
12488783,13,0.37,3.46930214627824,2002
12557281,158,3.84,4.808352046509501,2003
12587367,1,0.02,4.483807929729208,2002
12587368,10,0.36,2.1201397618375775,2002
12601564,11,0.33,3.353287160352271,2003
12612497,19,0.47,4.65828141808738,2003
12659360,6,0.18,3.306880540728996,2003
12696996,35,1.02,3.561669790630726,2003
12816728,32,0.75,5.132276374911052,2003
12846289,3,0.07,4.807962131820964,2003
12924483,3,0.08,4.055604368154534,2003
12938807,24,0.57,4.931256129048772,2003
12941064,13,0.39,3.355416624083243,2003
14572117,37,0.96,4.2938393937862855,2003
14579477,0,0.0,,2003
14580598,72,1.87,4.3370779869143625,2003
14592354,68,1.87,3.921206282280083,2003
14592363,18,0.54,3.3027567679285643,2003
14631747,0,0.0,,2003
14655912,64,1.55,4.821035232363968,2003
14664652,42,1.23,3.531714769245078,2003
14698722,15,0.38,4.4151931599718335,2003
14718696,87,2.4,4.003999259537402,2004
14725825,121,3.32,4.041421483404527,2004
14726290,4,0.11,3.8110663897053163,2004
14761316,0,0.0,,2003
15033134,95,2.49,4.388586961107502,2004
15157381,1,0.02,5.044757463833101,2004
15254948,14,0.38,4.087129044954335,2004
15548552,320,8.48,4.581038459326688,2005
15560774,122,3.29,4.171992031947532,2004
15562415,116,2.96,4.588886760184445,2004
15669445,39,1.19,3.298558553428715,2004
15685112,0,0.0,0.26859504132231404,2004
15700727,670,20.09,3.7137593158133795,2005
15741135,37,1.13,3.564754447624399,2005
15935192,8,0.17,6.67682639617692,2005
15935200,4,0.15,2.262993594832089,2005
15973943,1,0.03,3.7997265187154508,2005
15987028,1,0.02,5.9932018668150056,2005
15994123,18,0.53,3.8342529578915974,2005
16171294,1026,31.69,3.5198687878510557,2005
16194801,3,0.11,2.3459216432772796,2005
16263876,3,0.09,3.6347679452232318,2005
16496117,31,0.95,3.841631458138718,2006
16522270,27,0.74,4.630082269166458,2006
16597649,162,4.82,4.009203367452475,2006
16633807,26,0.76,4.158726107834165,2006
16703160,8,0.24,3.86346943632568,2006
16814094,28,0.81,4.19789366693289,2006
16856364,0,0.0,0.6626506024096386,2006
16895255,79,2.26,4.282404648574276,2006
16911349,48,1.45,3.9206135310537205,2006
16951772,12,0.36,3.9380574079750557,2006
17015503,88,2.78,3.6054469809153993,2006
17057900,4,0.12,4.128055503530056,2006
17118276,2,0.07,3.1967044071775366,2006
17133756,0,0.0,,2006
17162989,43,1.22,4.349621277477564,2006
17253086,2,0.07,2.867943633365301,2007
17277717,13,0.45,3.194104469142333,2007
17368100,11,0.39,3.069379164270176,2007
17386240,16,0.5,3.796659635555976,2007
17470413,46,1.28,4.691342807313934,2007
17472116,0,0.0,,2007
17486152,1,0.04,2.594461343332248,2007
17557451,7,0.21,4.112019284585451,2007
17561614,5,0.15,3.5564832466517933,2005
17561629,10,0.28,4.1392754841354655,2005
17576097,3,0.06,7.829060106814629,2007
17646117,48,1.4,4.3590731228867785,2007
17873267,15,0.37,5.7076358237511835,2007
18069352,0,0.0,,2007
18078359,20,0.59,4.295826026191362,2007
18246980,283,8.5,4.139044113700777,2007
18307264,100,3.18,4.112028348244974,2008
18343568,25,0.8,4.0455579748882515,2008
18363310,18,0.48,5.369646336898761,2008
18363311,13,0.32,5.972011279635964,2008
18375081,38,1.28,3.766062345234674,2008
18410846,36,1.22,3.7432332049517587,2008
18446698,9,0.25,4.901335335247474,2008
18545775,18,0.6,3.8577502538285047,2008
18624787,26,0.72,5.411886491992353,2009
18663247,78,2.58,3.86639086289754,2008
18677186,13,0.44,3.720266828266254,2008
18684353,2,0.05,5.631987876233346,2007
18714344,4,0.11,5.252574012409369,2008
18769859,61,1.82,4.5193080290238274,2008
18805301,1,0.03,4.506565381720735,2008
18853938,76,2.44,4.0462613069232924,2008
18927142,1,0.05,2.0764365991480624,2008
19023917,18,0.61,3.676848183527154,2008
19109063,60,2.01,4.110696792075824,2009
19211597,125,4.25,4.015663960249,2009
19213511,0,0.0,,2008
19252799,10,0.35,3.8726080793433795,2009
19456307,30,1.0,4.1500119388369905,2009
19467617,18,0.56,4.5761432793999575,2009
19475759,62,1.9,4.7015726443085315,2009
19491546,6,0.19,4.608756324474288,2009
19506770,15,0.45,4.887593487547902,2009
19699146,88,3.1,3.9635764797854436,2010
19770566,6,0.23,3.290561485403477,2009
19823207,2,0.08,3.274889968736666,2009
19850578,42,1.29,4.969298619789092,2010
19892609,2,0.05,6.739789276807788,2009
19928388,91,2.65,5.053485470397588,2009
19960645,46,1.7,3.527793973281519,2009
19962938,6,0.19,4.695741198271846,2010
19964744,3,0.11,3.66018216163282,2009
20038925,4,0.14,3.89438616875719,2009
21387813,0,0.0,,2010
21387821,0,0.0,,2010
7701189,43,1.72,3.1924779850942926,1994
7701196,47,1.82,3.344455491600434,1994
7701199,96,3.8,3.250298212655485,1994
7701204,74,2.64,3.772269420745347,1994
7903939,9,0.26,4.856702087374257,1993
7980215,11,0.4,3.688054412268843,1994
7991957,40,1.32,4.2031642218869845,1994
8007866,7,0.3,2.8647080391546615,1994
8083140,83,3.37,3.1308701471511036,1994
8164841,7,0.25,3.8537313308036825,1994
8273109,0,0.0,,1993
8292681,34,1.1,4.289279085059647,1993
8426141,11,0.38,3.963445675286146,1993
8542207,63,2.42,3.101502471447823,1995
8569665,5,0.19,3.123489309362029,1995
8577055,3,0.06,7.238546389144112,1995
8624222,18,0.61,3.790959540679253,1996
8628461,38,1.26,3.949067278747189,1996
8641540,8,0.35,2.5074443109366706,1996
8645441,28,0.99,3.55615274577967,1996
8676595,2,0.09,2.2398828460555675,1996
8696635,0,0.0,,1996
8714341,20,0.8,2.9530185270022766,1996
8795840,21,0.76,3.456118724538762,1996
8830954,37,1.33,3.486230223048337,1996
8855030,17,0.67,3.021009497390818,1996
8855031,3,0.13,2.440958117486311,1996
8871976,109,3.3,4.511743186945102,1996
8879887,88,3.4,3.11513977983886,1996
8909146,0,0.0,,1996
8923492,11,0.35,4.2241511895339645,1996
9012160,1,0.05,2.385432845588213,1996
9109908,21,0.63,4.211880862923118,1997
9147737,1,0.05,1.7346309132170363,1997
9198675,4,0.11,4.833020240073842,1997
9302725,374,14.03,3.005365112722858,1997
9302726,205,7.44,3.16433903042109,1997
9351129,165,5.22,3.890766562882082,1997
9363189,5,0.15,4.681611960410882,1996
9484372,32,1.03,3.535891060003245,1998
9484416,62,1.84,4.028496598513825,1998
9534039,14,0.38,4.795285730511387,1997
9613427,65,2.06,3.641111912895851,1998
9614600,15,0.48,3.5673618373444547,1998
9695624,5,0.16,3.745572536217829,1998
9743270,34,1.09,3.56233528931311,1998
9748835,0,0.0,,1998
9755742,16,0.52,3.480901098935908,1998
9773032,15,0.59,2.469116555229207,1998
1051517,7,0.59,1.8904515876496513,1976
1312053,23,1.03,2.889278355865183,1992
1343536,6,0.28,2.732300167867434,1992
13441766,168,,4.0094260154187,1957
13605166,0,0.0,,1958
1365381,0,0.0,,1991
13687401,1,0.01,7.105971386334606,1961
13790651,0,0.0,,1961
13872093,4,0.18,1.2249973579698603,1961
14062191,0,0.0,,1963
1411396,0,0.0,,1992
14116763,2,0.05,1.419448142837384,1963
14152303,0,0.0,,1964
14157686,77,0.77,5.441221317019524,1964
14197255,7,0.23,1.6433120840068915,1964
14200915,1,0.03,1.506418115684538,1963
1423160,19,0.79,3.205257091974889,1992
14333762,1,0.03,1.8747409518180105,1965
14341035,8,0.18,2.4900636234128455,1965
14428334,2,0.16,1.1175899179777007,1960
1455124,34,1.17,4.125901699338044,1992
1469452,2,0.1,2.6057956527467954,1992
1486826,1,0.04,3.4229106518369434,1992
1527536,99,4.05,3.2705417358198785,1992
1575553,22,0.79,3.9120125085336657,1992
1676484,5,0.2,3.5349939050066004,1991
1751625,8,0.42,2.5543853746889784,1991
1786661,6,0.26,3.203368763628813,1991
1790003,0,0.0,,1991
188992,86,4.58,2.4554729335673082,1977
1895972,12,0.54,3.052383125555314,1991
1896729,4,0.15,3.9521539126665073,1991
1925458,1,0.04,3.1070653988487607,1991
1985143,70,2.69,3.7035988554898465,1991
2006018,43,1.76,3.441725889937733,1991
2033228,29,1.46,2.6637714501693734,1991
204449,7,0.97,1.2530213472004825,1978
2120264,0,0.0,,1990
2255943,2,0.12,2.000144736532483,1990
2330472,19,0.75,3.515445664204706,1990
2439565,31,2.38,1.8863032876408568,1986
2580693,4,0.36,1.5103435332308388,1985
2585325,10,0.6,2.254304180981458,1989
2623202,0,0.0,,1989
2653302,0,0.0,0.4475374732334047,1989
2680846,0,0.0,0.34210526315789475,1989
2685665,1,0.05,3.080994391511251,1989
2868518,8,0.33,3.428801925357177,1985
2902604,20,1.44,2.0218615430514606,1987
2925884,111,5.04,3.110395907383409,1989
3007059,2,0.14,2.0794455617077503,1986
3010426,88,3.3,3.887172131162416,1986
3061954,6,0.26,3.4664497316790266,1988
3066801,5,0.3,2.381434975558912,1988
3093957,2,0.06,4.933606949659498,1986
3187270,0,0.0,,1988
3293383,10,0.55,2.6287357882757454,1988
3332459,2,0.15,1.8721479488860626,1987
3383638,52,2.67,2.829438897273392,1988
3425487,7,0.35,2.897828305729287,1987
3494212,45,2.09,3.1547098321487272,1987
3498285,10,0.5,2.9402908402477888,1987
3498470,23,0.91,3.72298873031831,1987
3544995,51,2.75,2.709998927604241,1987
3591273,14,0.75,2.73699928460765,1987
3704448,88,3.92,3.2675083137162497,1986
3717910,38,1.67,3.31762121485186,1986
3799792,9,0.53,2.4568544068982003,1987
3815255,5,0.21,3.5472723971038973,1987
3880172,45,2.3,2.7422804560579657,1985
3898792,10,0.38,3.7322067075050107,1985
3906299,32,1.61,2.786140185057058,1985
407449,1,0.2,0.6641911905411222,1977
422531,21,1.35,2.6875025142787976,1979
4369176,150,5.25,2.451343963633569,1974
4472992,67,1.29,4.451178823062414,1974
4809449,10,0.18,4.842039023021597,1974
5239848,0,0.0,,1968
5877707,0,0.0,,1965
6118640,9,0.64,1.890063942848011,1981
6359721,0,0.0,,1983
6504222,2,0.22,1.258303329695188,1984
